16	75	16	80
16	76	25	81
16	77	15	83
16	78	8	81
16	79	31	85
16	80	10	81
16	81	60	78
16	82	.	.
16	83	13	89
16	84	69	81
16	85	83	14
16	86	.	.
16	87	12	19
16	88	11	16
16	89	5	24
16	90	84	16
16	91	13	9
16	92	8	12
16	93	83	19
16	94	32	10
16	95	9	13
16	96	0	65
16	97	10	15
16	98	82	74
16	99	9	92
16	100	24	84
16	101	.	.
16	102	.	.
16	103	10	91
16	104	4	65
16	105	10	85
16	106	.	.
16	107	13	86
16	108	11	90
16	109	11	81
16	110	15	84
16	111	10	71
16	112	11	13
16	113	82	82
16	114	87	70
16	115	.	.
16	116	7	91
16	117	11	71
16	118	3	73
16	119	83	20
16	120	87	11
16	121	.	.
16	122	100	57
16	123	19	0
16	124	15	11
16	125	.	.
16	126	.	.
16	127	.	.
16	128	.	.
17	1	73	76
17	2	30	75
17	3	13	78
17	4	78	86
17	5	24	64
17	6	8	84
17	7	19	87
17	8	87	87
17	9	85	85
17	10	89	88
17	11	74	83
17	12	61	65
17	13	16	92
17	14	97	78
17	15	20	92
17	16	.	.
17	17	91	79
17	18	7	79
17	19	6	71
17	20	76	11
17	21	19	78
17	22	88	85
17	23	12	10
17	24	13	15
17	25	70	13
17	26	7	72
17	27	92	86
17	28	66	14
17	29	86	91
17	30	.	.
17	31	14	8
17	32	94	14
17	33	32	93
17	34	98	87
17	35	70	19
17	36	87	16
17	37	80	31
17	38	97	71
17	39	98	90
17	40	6	78
17	41	68	15
17	42	8	8
17	43	2	85
17	44	79	73
17	45	13	88
17	46	77	0
17	47	86	2
17	48	86	5
17	49	87	93
17	50	87	0
17	51	90	12
17	52	0	70
17	53	74	84
17	54	70	83
17	55	98	82
17	56	91	14
17	57	85	0
17	58	5	8
17	59	65	5
17	60	82	6
17	61	86	83
17	62	.	.
17	63	18	20
17	64	76	6
17	65	4	5
17	66	5	96
17	67	92	73
17	68	90	6
17	69	86	93
17	70	84	9
17	71	86	89
17	72	100	90
17	73	81	90
17	74	96	98
17	75	84	100
17	76	95	81
17	77	92	84
17	78	75	73
17	79	95	84
17	80	97	82
17	81	71	62
17	82	97	64
17	83	86	78
17	84	92	69
17	85	81	14
17	86	12	22
17	87	68	73
17	88	73	61
17	89	80	88
17	90	17	92
17	91	91	22
17	92	85	16
17	93	73	96
17	94	87	90
17	95	10	87
17	96	7	82
17	97	67	85
17	98	0	90
17	99	62	89
17	100	84	94
17	101	87	86
17	102	23	81
17	103	70	93
17	104	96	82
17	105	75	84
17	106	67	92
17	107	79	22
17	108	77	83
17	109	91	83
17	110	86	8
17	111	78	16
17	112	66	8
17	113	.	.
17	114	88	2
17	115	87	71
17	116	0	88
17	117	97	92
17	118	7	90
17	119	87	5
17	120	16	77
17	121	86	86
17	122	4	88
17	123	97	86
17	124	85	85
17	125	79	59
17	126	.	.
17	127	.	.
17	128	.	.
18	1	63	44
18	2	61	21
18	3	85	35
18	4	81	51
18	5	78	31
18	6	41	25
18	7	63	43
18	8	60	25
18	9	64	50
18	10	76	43
18	11	66	18
18	12	57	27
18	13	71	60
18	14	61	30
18	15	63	24
18	16	66	35
18	17	70	56
18	18	70	60
18	19	64	44
18	20	60	38
18	21	80	36
18	22	77	28
18	23	70	43
18	24	73	31
18	25	35	35
18	26	73	42
18	27	35	32
18	28	71	27
18	29	48	26
18	30	80	40
18	31	80	61
18	32	34	54
18	33	62	30
18	34	65	70
18	35	83	26
18	36	71	57
18	37	63	59
18	38	75	32
18	39	68	37
18	40	72	23
18	41	72	62
18	42	73	48
18	43	66	33
18	44	73	60
18	45	87	56
18	46	50	31
18	47	72	34
18	48	44	33
18	49	83	61
18	50	.	.
18	51	61	24
18	52	63	65
18	53	73	28
18	54	67	62
18	55	57	18
18	56	84	55
18	57	84	31
18	58	.	.
18	59	.	.
18	60	68	80
18	61	64	63
18	62	71	62
18	63	75	25
18	64	74	28
18	65	73	28
18	66	78	19
18	67	80	35
18	68	32	27
18	69	76	20
18	70	44	59
18	71	65	28
18	72	68	79
18	73	71	28
18	74	.	.
18	75	67	75
18	76	19	100
18	77	71	83
18	78	78	73
18	79	71	88
